,Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Time Coração,Ganhadores 7 acertos,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Ganhadores Time Coração,Rateio Time Coração,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
1210,1224,28/08/2018,6,18,30,40,45,55,72,VITÓRIA/BA,0,,"R$0,00",4,"R$21.966,37",133,"R$943,77",2673,"R$6,00",27040,"R$2,00",12159,"R$5,00","R$5.425.123,70","R$1.648.964,00","R$5.700.000,00",
1211,1225,30/08/2018,14,17,24,31,59,60,77,CORITIBA/PR,0,,"R$0,00",2,"R$44.585,92",139,"R$916,46",2735,"R$6,00",27543,"R$2,00",10771,"R$5,00","R$5.648.053,29","R$1.657.158,00","R$5.900.000,00",
1212,1226,01/09/2018,6,19,43,69,70,74,80,NACIONAL/AM,0,,"R$0,00",4,"R$25.485,79",192,"R$758,50",3417,"R$6,00",32490,"R$2,00",5899,"R$5,00","R$5.902.911,14","R$1.832.918,00","R$6.100.000,00",
1213,1227,04/09/2018,9,19,20,41,58,67,77,OPERARIO/MS,0,,"R$0,00",6,"R$16.726,15",161,"R$890,47",3110,"R$6,00",31706,"R$2,00",5595,"R$5,00","R$6.153.803,46","R$1.797.570,00","R$6.300.000,00",
1214,1228,06/09/2018,5,6,9,32,35,65,80,AMERICANO/RJ,0,,"R$0,00",5,"R$19.189,25",168,"R$815,86",3397,"R$6,00",33262,"R$2,00",7444,"R$5,00","R$6.393.669,13","R$1.759.688,00","R$6.500.000,00",
1215,1229,08/09/2018,13,21,31,45,48,55,65,ATLÉTICO/GO,0,,"R$0,00",1,"R$69.189,49",103,"R$959,63",2121,"R$6,00",21781,"R$2,00",7330,"R$5,00","R$6.794.946,69","R$1.276.410,00","R$7.000.000,00",
1216,1230,11/09/2018,7,21,27,34,64,68,76,BOTAFOGO/RJ,0,,"R$0,00",5,"R$17.638,62",192,"R$656,19",3227,"R$6,00",29847,"R$2,00",22753,"R$5,00","R$7.015.429,41","R$1.788.634,00","R$7.200.000,00",
1217,1231,13/09/2018,9,15,34,38,39,43,78,CRB/AL,0,,"R$0,00",7,"R$15.167,49",174,"R$871,69",3646,"R$6,00",32993,"R$2,00",7705,"R$5,00","R$7.280.860,40","R$1.923.394,00","R$7.500.000,00",
1218,1232,15/09/2018,26,56,57,60,61,62,79,INTER LIMEIRA/SP,0,,"R$0,00",3,"R$38.309,10",197,"R$833,41",3278,"R$6,00",32326,"R$2,00",8591,"R$5,00","R$7.568.178,62","R$2.061.270,00","R$7.800.000,00",
1219,1233,18/09/2018,4,5,6,17,32,58,62,PORT DESPORT,0,,"R$0,00",3,"R$37.656,42",215,"R$750,62",3951,"R$6,00",39042,"R$2,00",9543,"R$5,00","R$7.850.601,78","R$2.079.192,00","R$8.100.000,00",
1220,1234,20/09/2018,1,7,50,60,61,67,71,JUVENTUDE/RS,0,,"R$0,00",5,"R$24.189,81",165,"R$1.047,17",3616,"R$6,00",34499,"R$2,00",11218,"R$5,00","R$8.424.579,88","R$2.197.186,00","R$8.700.000,00",
1221,1235,22/09/2018,24,26,31,41,50,52,80,LONDRINA/PR,0,,"R$0,00",1,"R$125.602,10",173,"R$1.037,17",3522,"R$6,00",35678,"R$2,00",12496,"R$5,00","R$8.738.585,11","R$2.287.230,00","R$9.000.000,00",
1222,1236,25/09/2018,5,20,34,39,50,69,80,DESPORTIVA/ES,0,,"R$0,00",5,"R$26.416,84",235,"R$802,94",4287,"R$6,00",41541,"R$2,00",6699,"R$5,00","R$9.068.795,52","R$2.360.342,00","R$9.300.000,00",
1223,1237,27/09/2018,5,29,46,49,56,75,79,JI-PARANÁ / RO,0,,"R$0,00",6,"R$21.806,18",224,"R$834,42",4285,"R$6,00",41604,"R$2,00",10309,"R$5,00","R$9.395.888,18","R$2.380.464,00","R$9.600.000,00",
1224,1238,29/09/2018,7,12,18,30,50,65,80,MARÍLIA/SP,0,,"R$0,00",9,"R$15.742,42",252,"R$803,18",5151,"R$6,00",47894,"R$2,00",11778,"R$5,00","R$9.750.092,45","R$2.603.470,00","R$10.000.000,00",
1225,1239,02/10/2018,12,28,58,63,73,76,80,CORINTHIANS/SP,0,,"R$0,00",3,"R$43.635,23",269,"R$695,19",4828,"R$6,00",49719,"R$2,00",56888,"R$5,00","R$10.407.911,99","R$2.930.188,00","R$10.700.000,00",
1226,1240,04/10/2018,9,48,64,66,74,75,79,CRICIÚMA/SC,0,,"R$0,00",6,"R$27.184,06",234,"R$995,75",4876,"R$6,00",48733,"R$2,00",11570,"R$5,00","R$10.815.672,91","R$2.933.920,00","R$11.100.000,00",
1227,1241,06/10/2018,8,23,50,61,66,70,74,SANTOS/SP,0,,"R$0,00",9,"R$15.909,84",275,"R$743,83",4686,"R$6,00",45660,"R$2,00",45630,"R$5,00","R$11.173.644,21","R$2.979.046,00","R$11.500.000,00",
1228,1242,09/10/2018,16,30,42,46,49,65,73,PAULISTA/SP,0,,"R$0,00",7,"R$22.393,09",228,"R$982,15",4350,"R$6,00",42344,"R$2,00",7378,"R$5,00","R$11.565.523,18","R$2.755.070,00","R$11.900.000,00",
1229,1243,11/10/2018,11,17,29,41,44,47,77,TREZE/PB,0,,"R$0,00",17,"R$9.209,96",439,"R$509,49",6572,"R$6,00",56059,"R$2,00",17645,"R$5,00","R$11.956.946,38","R$2.952.450,00","R$13.000.000,00",
1230,1244,13/10/2018,14,22,32,35,39,40,75,BAHIA/BA,0,,"R$0,00",5,"R$23.107,05",198,"R$833,58",3960,"R$6,00",36851,"R$2,00",25496,"R$5,00","R$12.613.359,02","R$2.283.030,00","R$12.900.000,00",
1231,1245,16/10/2018,21,27,30,37,42,66,69,MIXTO/MT,0,,"R$0,00",3,"R$67.265,65",283,"R$1.018,66",5830,"R$6,00",58809,"R$2,00",16857,"R$5,00","R$13.117.851,39","R$3.648.456,00","R$13.500.000,00",
1232,1246,18/10/2018,21,31,41,62,63,72,79,JOINVILLE/SC,0,,"R$0,00",9,"R$23.416,72",335,"R$898,72",5080,"R$6,00",55087,"R$2,00",19366,"R$5,00","R$13.644.727,50","R$3.788.792,00","R$14.000.000,00",
1233,1247,20/10/2018,1,27,45,50,65,69,71,YPIRANGA/AP,0,,"R$0,00",13,"R$18.564,64",392,"R$879,52",7315,"R$6,00",72393,"R$2,00",16438,"R$5,00","R$14.248.078,36","R$4.336.360,00","R$14.700.000,00",
1234,1248,23/10/2018,21,22,28,63,66,70,73,VILLA NOVA/MG,1,SÃO BERNARDO DO CAMPO/SP,"R$14.801.527,13",5,"R$44.275,90",311,"R$1.016,90",6525,"R$6,00",61880,"R$2,00",11141,"R$5,00","R$0,00","R$3.912.820,00","R$120.000,00",
1235,1249,25/10/2018,23,25,33,62,63,74,76,CORITIBA/PR,0,,"R$0,00",1,"R$58.472,91",88,"R$949,23",1680,"R$6,00",17343,"R$2,00",6408,"R$5,00","R$613.052,37","R$1.074.934,00","R$800.000,00",
1236,1250,27/10/2018,13,21,32,60,67,69,73,BAHIA/BA,0,,"R$0,00",2,"R$29.172,39",80,"R$1.041,87",1771,"R$6,00",18832,"R$2,00",11784,"R$5,00","R$758.914,31","R$1.139.040,00","R$900.000,00",
1237,1251,30/10/2018,6,16,20,28,31,50,77,CRICIÚMA/SC,0,,"R$0,00",2,"R$31.148,05",96,"R$927,02",1839,"R$6,00",18389,"R$2,00",3694,"R$5,00","R$914.654,56","R$1.111.422,00","R$1.000.000,00",
1238,1252,01/11/2018,27,32,50,60,61,62,68,VILLA NOVA/MG,0,,"R$0,00",0,"R$0,00",76,"R$1.353,13",1804,"R$6,00",18059,"R$2,00",3179,"R$5,00","R$1.166.607,99","R$1.254.408,00","R$1.300.000,00",
1239,1253,03/11/2018,16,22,32,35,43,47,70,CORINTHIANS/SP,0,,"R$0,00",0,"R$0,00",87,"R$738,24",1627,"R$6,00",15851,"R$2,00",22135,"R$5,00","R$1.323.964,02","R$1.028.856,00","R$1.500.000,00",
1240,1254,06/11/2018,2,16,19,25,62,71,75,OLARIA/RJ,0,,"R$0,00",2,"R$36.883,33",119,"R$885,55",2339,"R$6,00",23697,"R$2,00",4073,"R$5,00","R$1.664.057,25","R$1.323.256,00","R$1.800.000,00",
1241,1255,08/11/2018,16,22,41,44,61,76,79,CRICIÚMA/SC,0,,"R$0,00",3,"R$25.697,03",112,"R$983,30",2068,"R$6,00",20420,"R$2,00",4739,"R$5,00","R$1.856.784,98","R$1.364.334,00","R$2.000.000,00",
1242,1256,10/11/2018,9,13,20,27,42,43,44,PARANÁ/PR,0,,"R$0,00",2,"R$37.507,03",153,"R$700,41",2849,"R$6,00",26559,"R$2,00",5086,"R$5,00","R$2.044.320,13","R$1.372.732,00","R$2.200.000,00",
1243,1257,13/11/2018,21,38,47,55,59,66,76,SÃO RAIMUNDO/AM,0,,"R$0,00",3,"R$27.420,18",101,"R$1.163,51",2207,"R$6,00",22432,"R$2,00",4792,"R$5,00","R$2.249.971,49","R$1.455.742,00","R$2.400.000,00",
1244,1258,17/11/2018,3,6,14,46,67,68,79,IPATINGA/MG,0,,"R$0,00",2,"R$48.318,55",147,"R$939,13",2974,"R$6,00",29585,"R$2,00",7735,"R$5,00","R$2.491.564,25","R$1.752.074,00","R$2.700.000,00",
1245,1259,20/11/2018,19,25,32,48,71,76,79,CSA/AL,0,,"R$0,00",2,"R$35.362,54",129,"R$783,22",2355,"R$6,00",22510,"R$2,00",4519,"R$5,00","R$2.869.240,92","R$1.275.922,00","R$3.000.000,00",
1246,1260,22/11/2018,18,34,38,60,73,76,77,SÃO PAULO/SP,0,,"R$0,00",3,"R$23.850,10",101,"R$1.012,02",2216,"R$6,00",23679,"R$2,00",23899,"R$5,00","R$3.048.116,71","R$1.502.658,00","R$3.200.000,00",
1247,1261,24/11/2018,7,19,41,60,72,76,79,SANTOS/SP,0,,"R$0,00",4,"R$17.370,96",158,"R$628,24",2844,"R$6,00",27004,"R$2,00",23580,"R$5,00","R$3.221.826,26","R$1.489.750,00","R$3.300.000,00",
1248,1262,27/11/2018,13,25,27,56,58,59,70,PONTE PRETA/SP,0,,"R$0,00",2,"R$40.404,40",155,"R$744,78",2936,"R$6,00",27071,"R$2,00",5740,"R$5,00","R$3.423.848,26","R$1.473.182,00","R$3.600.000,00",
1249,1263,29/11/2018,12,30,31,52,58,64,71,SERGIPE/SE,0,,"R$0,00",2,"R$46.496,02",124,"R$1.071,33",2507,"R$6,00",25704,"R$2,00",5952,"R$5,00","R$3.656.328,37","R$1.653.128,00","R$3.800.000,00",
1250,1264,01/12/2018,4,8,44,47,57,59,63,ABC/RN,0,,"R$0,00",5,"R$18.961,63",149,"R$908,99",3084,"R$6,00",31145,"R$2,00",12819,"R$5,00","R$4.098.170,28","R$1.787.152,00","R$4.300.000,00",
1251,1265,04/12/2018,1,9,26,31,60,62,68,CRICIÚMA/SC,0,,"R$0,00",1,"R$95.894,38",137,"R$999,94",2709,"R$6,00",26474,"R$2,00",6051,"R$5,00","R$4.337.906,22","R$1.705.254,00","R$4.500.000,00",
1252,1266,06/12/2018,13,14,17,34,46,60,70,BOTAFOGO/RJ,0,,"R$0,00",4,"R$22.529,15",134,"R$960,73",2957,"R$6,00",30402,"R$2,00",23543,"R$5,00","R$4.563.197,65","R$1.825.980,00","R$4.700.000,00",
1253,1267,08/12/2018,13,26,36,57,60,61,74,BOTAFOGO/RJ,0,,"R$0,00",3,"R$30.805,23",163,"R$809,95",3199,"R$6,00",31047,"R$2,00",24075,"R$5,00","R$4.794.236,86","R$1.873.424,00","R$5.000.000,00",
1254,1268,11/12/2018,7,17,43,45,65,70,72,RORAIMA/RR,0,,"R$0,00",2,"R$53.995,64",168,"R$918,29",3319,"R$6,00",32321,"R$2,00",6322,"R$5,00","R$5.064.215,06","R$1.929.418,00","R$5.200.000,00",
1255,1269,13/12/2018,11,18,41,44,49,77,80,BOTAFOGO/PB,0,,"R$0,00",4,"R$27.145,58",298,"R$520,52",4427,"R$6,00",38051,"R$2,00",10608,"R$5,00","R$5.583.171,05","R$2.024.548,00","R$5.800.000,00",
1256,1270,15/12/2018,8,19,27,33,46,68,77,CORINTHIANS/SP,0,,"R$0,00",6,"R$14.410,30",252,"R$490,14",4330,"R$6,00",39565,"R$2,00",40528,"R$5,00","R$5.799.325,51","R$2.011.596,00","R$6.000.000,00",
1257,1271,18/12/2018,16,20,30,37,66,68,72,VITÓRIA/BA,0,,"R$0,00",3,"R$33.870,58",129,"R$1.125,26",2822,"R$6,00",29297,"R$2,00",13863,"R$5,00","R$6.053.354,89","R$1.892.694,00","R$6.200.000,00",
1258,1272,20/12/2018,18,21,28,33,41,44,76,PALMEIRAS/SP,0,,"R$0,00",2,"R$42.495,28",156,"R$778,30",3238,"R$6,00",32967,"R$2,00",37050,"R$5,00","R$6.265.831,27","R$1.908.016,00","R$6.500.000,00",
1259,1273,22/12/2018,1,3,48,58,61,63,67,FIGUEIRENSE/SC,0,,"R$0,00",2,"R$58.940,59",152,"R$1.107,90",2985,"R$6,00",32166,"R$2,00",7981,"R$5,00","R$6.560.534,21","R$2.095.990,00","R$6.800.000,00",
1260,1274,27/12/2018,14,49,51,58,63,66,76,GAMA/DF,0,,"R$0,00",5,"R$26.450,65",179,"R$1.055,49",3718,"R$6,00",37486,"R$2,00",11983,"R$5,00","R$7.152.766,58","R$2.395.350,00","R$7.400.000,00",
1261,1275,29/12/2018,4,14,19,20,30,46,72,CEARÁ/CE,0,,"R$0,00",6,"R$23.683,27",301,"R$674,41",5247,"R$6,00",47811,"R$2,00",16472,"R$5,00","R$7.508.015,57","R$2.661.872,00","R$7.800.000,00",
1262,1276,03/01/2019,3,6,11,13,35,45,55,NÁUTICO/PE,0,,"R$0,00",12,"R$10.797,46",301,"R$614,94",5336,"R$6,00",49182,"R$2,00",11182,"R$5,00","R$7.831.939,15","R$2.416.926,00","R$8.100.000,00",
1263,1277,05/01/2019,20,29,31,42,47,48,67,AMÉRICA/MG,0,,"R$0,00",2,"R$74.906,51",182,"R$1.175,92",3982,"R$6,00",41842,"R$2,00",14987,"R$5,00","R$8.206.471,68","R$2.723.052,00","R$8.500.000,00",
1264,1278,08/01/2019,2,3,16,29,31,49,63,RIVER/PI,0,,"R$0,00",6,"R$24.295,55",233,"R$893,76",4484,"R$6,00",45116,"R$2,00",12823,"R$5,00","R$8.570.904,85","R$2.657.584,00","R$8.800.000,00",
1265,1279,10/01/2019,5,6,11,29,31,49,65,RIO BRANCO/ES,0,,"R$0,00",10,"R$14.423,16",264,"R$780,47",5176,"R$6,00",48172,"R$2,00",9860,"R$5,00","R$9.287.227,42","R$2.623.752,00","R$9.500.000,00",
1266,1280,12/01/2019,1,6,48,50,51,52,67,REMO/PA,0,,"R$0,00",6,"R$25.690,32",274,"R$803,65",4968,"R$6,00",46329,"R$2,00",15780,"R$5,00","R$9.672.582,18","R$2.831.260,00","R$10.000.000,00",
1267,1281,15/01/2019,8,26,54,58,59,74,76,REMO/PA,0,,"R$0,00",4,"R$37.092,98",233,"R$909,69",4495,"R$6,00",44584,"R$2,00",14274,"R$5,00","R$10.043.512,00","R$2.711.538,00","R$10.300.000,00",
1268,1282,17/01/2019,10,30,32,57,60,67,76,FLUMINENSE/RJ,0,,"R$0,00",3,"R$45.885,06",200,"R$983,25",3978,"R$6,00",42199,"R$2,00",28288,"R$5,00","R$10.387.649,96","R$2.680.342,00","R$10.700.000,00",
1269,1283,19/01/2019,5,15,50,57,60,62,72,PONTE PRETA/SP,0,,"R$0,00",7,"R$22.016,45",203,"R$1.084,55",4924,"R$6,00",47034,"R$2,00",11939,"R$5,00","R$10.772.937,86","R$2.791.586,00","R$11.000.000,00",
1270,1284,22/01/2019,14,16,18,58,61,71,79,UBERLÂNDIA/MG,0,,"R$0,00",3,"R$50.553,34",196,"R$1.105,39",4126,"R$6,00",43501,"R$2,00",8320,"R$5,00","R$11.525.059,98","R$2.688.356,00","R$11.800.000,00",
