,Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
2208,2209,18/03/2021,4,11,23,26,43,49,0,,"R$0,00",9,"R$4.905,99",604,"R$83,54",9980,"R$2,52",13,22,25,32,44,49,0,"R$0,00",13,"R$3.056,81",597,"R$84,52",10916,"R$2,31",Sim,"R$1.455.062,50","R$2.300.000,00","R$15.482.510,59",
2209,2210,20/03/2021,1,10,26,30,35,43,0,,"R$0,00",10,"R$5.384,92",495,"R$124,32",9913,"R$3,10",1,31,39,42,43,46,0,"R$0,00",8,"R$6.058,04",393,"R$156,59",8828,"R$3,48",Sim,"R$1.774.565,00","R$2.500.000,00","R$15.568.669,29",
2210,2211,23/03/2021,2,21,30,39,40,49,0,,"R$0,00",7,"R$7.203,24",428,"R$134,63",8197,"R$3,51",2,3,11,23,26,31,0,"R$0,00",13,"R$3.490,80",565,"R$101,99",11698,"R$2,46",Sim,"R$1.661.645,00","R$30.000.000,00","R$18.185.142,70",
2211,2212,17/04/2021,14,31,33,42,47,50,4,"BARBACENA/MG; 
CAMPO GRANDE/MS; 
BELEM/PA; 
RIO DE JANEIRO/RJ; 
BAURU/SP; 
GUARULHOS/SP; 
SAO PAULO/SP","R$7.869.887,22",722,"R$4.002,89",38620,"R$85,52",680930,"R$2,42",6,7,11,14,27,35,3,"R$1.059.699,04",655,"R$3.971,11",37439,"R$88,22",676364,"R$2,44",Não,"R$95.241.005,00","R$150.000,00","R$0,00",
2212,2213,20/04/2021,7,12,29,37,41,45,0,,"R$0,00",9,"R$4.261,79",491,"R$89,27",8449,"R$2,59",29,30,31,36,44,48,0,"R$0,00",1,"R$34.520,54",412,"R$106,39",6607,"R$3,31",Sim,"R$1.264.002,50","R$300.000,00","R$61.369,89",
2213,2214,22/04/2021,17,19,26,29,30,36,0,,"R$0,00",4,"R$7.431,15",257,"R$132,18",5498,"R$3,08",13,25,27,29,35,36,0,"R$0,00",4,"R$6.688,04",305,"R$111,38",6851,"R$2,47",Sim,"R$979.555,00","R$400.000,00","R$108.929,28",
2214,2215,24/04/2021,12,14,19,24,41,50,0,,"R$0,00",5,"R$8.198,61",494,"R$94,83",9235,"R$2,53",17,22,23,26,45,46,0,"R$0,00",6,"R$6.148,96",407,"R$115,10",9242,"R$2,53",Sim,"R$1.350.900,00","R$600.000,00","R$174.518,20",
2215,2216,27/04/2021,8,10,33,35,40,46,0,,"R$0,00",1,"R$36.613,67",299,"R$139,94",6906,"R$3,02",4,25,30,37,40,42,0,"R$0,00",9,"R$3.661,37",341,"R$122,71",6649,"R$3,14",Sim,"R$1.206.580,00","R$700.000,00","R$233.100,11",
2216,2217,29/04/2021,13,24,26,36,39,44,0,,"R$0,00",14,"R$2.695,30",544,"R$79,27",9134,"R$2,36",3,24,25,32,34,40,0,"R$0,00",2,"R$16.980,37",276,"R$156,24",6945,"R$3,10",Sim,"R$1.243.505,00","R$900.000,00","R$293.474,79",
2217,2218,04/05/2021,2,14,34,36,40,44,0,,"R$0,00",6,"R$9.160,97",495,"R$126,90",10250,"R$3,06",12,17,19,20,26,36,0,"R$0,00",17,"R$2.909,95",787,"R$79,81",12690,"R$2,47",Sim,"R$1.811.362,50","R$1.100.000,00","R$381.420,08",
2218,2219,06/05/2021,4,11,22,23,27,41,0,,"R$0,00",8,"R$5.874,49",605,"R$88,77",10910,"R$2,46",1,11,22,34,40,48,0,"R$0,00",4,"R$10.574,08",368,"R$145,95",7807,"R$3,43",Sim,"R$1.548.720,00","R$1.400.000,00","R$456.613,56",
2219,2220,08/05/2021,3,8,20,35,43,44,0,,"R$0,00",10,"R$5.387,07",557,"R$110,53",11085,"R$2,77",6,9,13,25,35,44,0,"R$0,00",17,"R$2.851,98",811,"R$75,91",14376,"R$2,14",Sim,"R$1.775.275,00","R$1.600.000,00","R$542.806,74",
2220,2221,11/05/2021,11,30,31,35,37,50,0,,"R$0,00",14,"R$3.709,90",472,"R$125,75",9436,"R$3,14",6,10,31,35,38,39,0,"R$0,00",6,"R$7.790,79",527,"R$112,63",9558,"R$3,10",Sim,"R$1.711.602,50","R$1.800.000,00","R$625.908,50",
2221,2222,13/05/2021,5,13,28,32,43,47,0,,"R$0,00",27,"R$1.976,30",878,"R$69,45",13413,"R$2,27",4,20,28,29,32,36,0,"R$0,00",6,"R$8.004,00",477,"R$127,84",10127,"R$3,01",Sim,"R$1.758.445,00","R$2.000.000,00","R$711.284,54",
2222,2223,15/05/2021,26,28,36,37,41,43,0,,"R$0,00",10,"R$5.546,96",469,"R$135,16",9782,"R$3,24",1,19,28,39,41,49,0,"R$0,00",5,"R$9.984,53",462,"R$137,21",10054,"R$3,15",Sim,"R$1.827.965,00","R$2.300.000,00","R$800.035,91",
2223,2224,18/05/2021,8,17,19,30,32,44,0,,"R$0,00",6,"R$8.585,62",567,"R$103,83",11246,"R$2,61",6,9,17,29,31,43,0,"R$0,00",12,"R$3.863,54",629,"R$93,59",11137,"R$2,64",Sim,"R$1.697.602,50","R$2.500.000,00","R$882.457,94",
2224,2225,20/05/2021,1,10,12,15,38,48,0,,"R$0,00",8,"R$6.299,98",525,"R$109,71",10489,"R$2,74",1,3,7,12,17,23,0,"R$0,00",25,"R$1.814,39",954,"R$60,37",13874,"R$2,07",Sim,"R$1.660.892,50","R$2.600.000,00","R$963.097,62",
2225,2226,22/05/2021,5,16,27,38,39,50,0,,"R$0,00",19,"R$2.984,62",588,"R$110,21",11461,"R$2,82",8,13,18,30,32,37,0,"R$0,00",11,"R$4.639,72",574,"R$112,90",11828,"R$2,73",Sim,"R$1.868.767,50","R$3.000.000,00","R$1.053.830,05",
2226,2227,25/05/2021,4,6,10,34,39,45,0,,"R$0,00",10,"R$5.459,92",606,"R$102,96",11471,"R$2,71",2,10,11,12,18,23,0,"R$0,00",14,"R$3.509,95",819,"R$76,18",14158,"R$2,20",Sim,"R$1.799.282,50","R$3.100.000,00","R$1.141.188,85",
2227,2228,27/05/2021,5,13,20,24,26,47,0,COCAL DE TELHA/PI,"R$0,00",12,"R$4.515,96",751,"R$82,46",13802,"R$2,24",2,18,25,33,39,46,1,"R$59.610,61",11,"R$4.433,85",865,"R$71,59",12725,"R$2,43",Sim,"R$1.785.845,00","R$3.200.000,00","R$1.227.895,21",
2228,2229,29/05/2021,1,18,26,28,32,39,0,,"R$0,00",9,"R$6.475,72",474,"R$140,52",10411,"R$3,19",1,12,20,40,43,50,0,"R$0,00",7,"R$7.493,33",601,"R$110,82",10526,"R$3,16",Sim,"R$1.920.627,50","R$3.600.000,00","R$1.321.145,53",
2229,2230,01/06/2021,2,7,11,23,27,32,0,,"R$0,00",23,"R$3.322,44",1067,"R$81,84",18550,"R$2,35",9,10,20,33,46,49,0,"R$0,00",14,"R$4.912,46",908,"R$96,18",17182,"R$2,54",Sim,"R$2.518.242,50","R$4.000.000,00","R$1.443.411,27",
2230,2231,05/06/2021,2,5,10,23,29,36,0,,"R$0,00",35,"R$3.105,90",1497,"R$82,98",26289,"R$2,36",3,5,39,43,44,50,0,"R$0,00",26,"R$3.762,91",1169,"R$106,27",25285,"R$2,45",Sim,"R$3.582.347,50","R$4.500.000,00","R$1.617.341,42",
2231,2232,08/06/2021,11,19,20,23,44,46,0,CONTAGEM/MG,"R$0,00",17,"R$4.456,10",826,"R$104,81",16636,"R$2,60",12,13,23,32,46,48,1,"R$83.329,00",24,"R$2.840,77",835,"R$103,68",16910,"R$2,55",Sim,"R$2.496.412,50","R$4.600.000,00","R$1.738.547,26",
2232,2233,10/06/2021,1,7,15,28,38,49,0,,"R$0,00",11,"R$6.755,38",765,"R$111,01",15322,"R$2,77",7,16,22,23,31,36,0,"R$0,00",13,"R$5.144,48",661,"R$128,47",14863,"R$2,85",Sim,"R$2.448.810,00","R$4.900.000,00","R$1.857.441,91",
2233,2234,12/06/2021,1,9,24,35,36,38,0,,"R$0,00",14,"R$5.446,84",756,"R$115,27",15233,"R$2,86",7,12,16,19,32,48,0,"R$0,00",15,"R$4.575,35",945,"R$92,22",18060,"R$2,41",Sim,"R$2.512.962,50","R$5.200.000,00","R$1.979.451,30",
2234,2235,15/06/2021,8,15,20,26,33,41,0,,"R$0,00",10,"R$9.457,06",956,"R$113,05",19226,"R$2,81",1,14,19,27,29,36,0,"R$0,00",18,"R$4.728,53",979,"R$110,39",20186,"R$2,67",Sim,"R$3.116.512,50","R$5.700.000,00","R$2.130.764,24",
2235,2236,17/06/2021,4,11,15,26,31,39,0,,"R$0,00",23,"R$4.797,55",1147,"R$109,94",22251,"R$2,83",27,28,31,35,43,47,0,"R$0,00",23,"R$4.317,79",1254,"R$100,56",23813,"R$2,64",Sim,"R$3.636.302,50","R$6.200.000,00","R$2.307.314,02",
2236,2237,19/06/2021,6,9,19,36,47,50,0,,"R$0,00",25,"R$4.398,35",1469,"R$85,54",26345,"R$2,38",5,8,18,36,38,43,0,"R$0,00",13,"R$7.612,53",1303,"R$96,44",25159,"R$2,49",Sim,"R$3.623.617,50","R$6.600.000,00","R$2.483.247,93",
2237,2238,22/06/2021,4,19,20,22,41,50,0,,"R$0,00",29,"R$4.047,21",1350,"R$99,35",25283,"R$2,65",18,27,33,46,47,49,0,"R$0,00",35,"R$3.018,06",1613,"R$83,15",27868,"R$2,40",Sim,"R$3.867.817,50","R$7.000.000,00","R$2.671.038,23",
2238,2239,24/06/2021,7,10,17,24,35,37,0,,"R$0,00",25,"R$4.807,40",1604,"R$85,63",29463,"R$2,33",2,7,23,24,36,37,0,"R$0,00",37,"R$2.923,42",1610,"R$85,31",27695,"R$2,47",Sim,"R$3.960.620,00","R$7.600.000,00","R$2.863.334,28",
2239,2240,26/06/2021,2,9,10,26,27,50,0,,"R$0,00",38,"R$2.973,17",1589,"R$81,25",26945,"R$2,39",15,19,31,33,34,44,0,"R$0,00",23,"R$4.420,98",1351,"R$95,57",24407,"R$2,64",Sim,"R$3.723.200,00","R$8.000.000,00","R$3.044.103,11",
2240,2241,29/06/2021,7,14,18,21,22,50,0,,"R$0,00",25,"R$5.379,53",1504,"R$102,19",29801,"R$2,57",2,5,25,26,30,48,0,"R$0,00",42,"R$2.881,89",1612,"R$95,34",29902,"R$2,57",Sim,"R$4.431.970,00","R$8.700.000,00","R$3.259.284,17",
2241,2242,01/07/2021,19,21,27,33,38,40,0,,"R$0,00",25,"R$5.258,17",1346,"R$111,61",27431,"R$2,73",3,13,16,25,41,48,0,"R$0,00",26,"R$4.550,34",1816,"R$82,72",31027,"R$2,42",Sim,"R$4.331.990,00","R$9.200.000,00","R$3.469.610,97",
2242,2243,03/07/2021,20,25,37,41,46,50,0,,"R$0,00",31,"R$5.180,87",1707,"R$107,52",33264,"R$2,75",2,6,19,23,27,35,0,"R$0,00",46,"R$3.142,31",2385,"R$76,96",40104,"R$2,28",Sim,"R$5.292.695,00","R$10.000.000,00","R$3.726.581,92",
2243,2244,06/07/2021,3,5,9,24,26,48,0,,"R$0,00",71,"R$2.759,26",2939,"R$76,18",49493,"R$2,26",12,23,25,42,46,47,0,"R$0,00",44,"R$4.007,20",2508,"R$89,27",46309,"R$2,41",Sim,"R$6.456.012,50","R$11.000.000,00","R$4.040.034,26",
2244,2245,08/07/2021,9,11,13,38,40,48,0,,"R$0,00",32,"R$6.247,15",1949,"R$117,22",40104,"R$2,84",2,8,10,14,37,41,0,"R$0,00",39,"R$4.613,28",2409,"R$94,83",43386,"R$2,63",Sim,"R$6.587.870,00","R$12.000.000,00","R$4.359.888,54",
2245,2246,10/07/2021,7,12,16,27,43,47,0,ITAPEMA/SC,"R$0,00",60,"R$3.218,44",2858,"R$77,21",48475,"R$2,27",9,10,17,28,44,47,1,"R$212.417,21",28,"R$6.207,00",2362,"R$93,43",44836,"R$2,46",Sim,"R$6.363.702,50","R$12.200.000,00","R$4.668.859,05",
2246,2247,13/07/2021,5,7,27,35,36,47,0,,"R$0,00",57,"R$3.722,28",2866,"R$84,60",53292,"R$2,27",7,18,31,35,36,50,0,"R$0,00",40,"R$4.773,82",2582,"R$93,91",50229,"R$2,41",Sim,"R$6.991.912,50","R$13.200.000,00","R$5.008.330,41",
2247,2248,15/07/2021,31,34,39,44,47,50,0,,"R$0,00",44,"R$5.189,22",2365,"R$110,33",46393,"R$2,81",7,17,19,30,34,48,0,"R$0,00",51,"R$4.029,28",2591,"R$100,71",50410,"R$2,58",Sim,"R$7.524.327,50","R$14.200.000,00","R$5.373.651,60",
2248,2249,17/07/2021,10,15,16,18,38,44,0,,"R$0,00",31,"R$7.706,11",2401,"R$113,70",47777,"R$2,85",1,2,9,11,23,30,0,"R$0,00",62,"R$3.467,75",2979,"R$91,64",54040,"R$2,52",Sim,"R$7.872.445,00","R$15.500.000,00","R$5.755.874,56",
2249,2250,20/07/2021,16,22,29,30,32,33,0,,"R$0,00",53,"R$6.895,54",3684,"R$113,37",72817,"R$2,86",15,18,30,39,42,50,0,"R$0,00",46,"R$7.150,37",3962,"R$105,41",79473,"R$2,62",Sim,"R$12.043.610,00","R$17.000.000,00","R$6.340.615,94",
2250,2251,22/07/2021,10,35,40,42,43,50,1,PARACATU/MG,"R$17.058.282,90",84,"R$4.626,25",4603,"R$96,48",87628,"R$2,53",4,11,12,20,35,48,0,"R$0,00",98,"R$3.568,82",4767,"R$93,16",85891,"R$2,58",Não,"R$12.806.220,00","R$600.000,00","R$6.962.383,57",
2251,2252,24/07/2021,4,6,15,19,21,50,0,,"R$0,00",20,"R$2.801,51",857,"R$74,71",13658,"R$2,34",4,11,16,28,39,49,0,"R$0,00",11,"R$4.584,28",570,"R$112,34",11848,"R$2,70",Sim,"R$1.846.437,50","R$900.000,00","R$7.052.031,82",
2252,2253,27/07/2021,5,8,26,27,30,43,0,,"R$0,00",9,"R$5.700,71",602,"R$97,40",12104,"R$2,42",6,17,20,24,30,47,0,"R$0,00",6,"R$7.695,95",528,"R$111,05",10452,"R$2,80",Sim,"R$1.690.767,50","R$1.000.000,00","R$7.134.122,00",
2253,2254,29/07/2021,12,23,24,27,38,46,0,,"R$0,00",9,"R$5.883,85",649,"R$93,25",11755,"R$2,57",18,20,22,23,28,41,0,"R$0,00",8,"R$5.957,40",414,"R$146,18",9896,"R$3,05",Sim,"R$1.745.085,00","R$1.300.000,00","R$7.218.849,39",
2254,2255,31/07/2021,9,17,36,43,47,49,0,,"R$0,00",19,"R$3.133,09",949,"R$71,68",14975,"R$2,27",9,15,19,26,40,41,0,"R$0,00",10,"R$5.357,58",534,"R$127,40",11080,"R$3,07",Sim,"R$1.961.730,00","R$1.500.000,00","R$7.314.095,34",
2255,2256,03/08/2021,10,17,21,24,30,48,1,RIO CLARO/SP,"R$1.499.281,30",19,"R$2.992,20",657,"R$98,89",12280,"R$2,64",9,22,25,37,41,50,0,"R$0,00",10,"R$5.116,65",708,"R$91,77",12445,"R$2,61",Não,"R$1.873.510,00","R$200.000,00","R$7.405.058,02",
2256,2257,05/08/2021,11,16,35,40,44,45,0,,"R$0,00",6,"R$7.023,57",375,"R$128,43",7591,"R$3,17",3,4,12,32,37,49,0,"R$0,00",4,"R$9.481,81",426,"R$113,05",9026,"R$2,66",Sim,"R$1.388.742,50","R$400.000,00","R$7.472.484,28",
2257,2258,07/08/2021,3,10,21,27,30,48,0,,"R$0,00",15,"R$3.049,04",693,"R$75,42",10467,"R$2,49",5,11,13,17,45,46,0,"R$0,00",15,"R$2.744,14",775,"R$67,44",12965,"R$2,01",Sim,"R$1.507.187,50","R$600.000,00","R$7.545.661,27",
2258,2259,10/08/2021,2,9,14,34,35,49,0,,"R$0,00",14,"R$2.930,96",518,"R$90,53",8959,"R$2,61",16,29,45,46,49,50,0,"R$0,00",7,"R$5.275,73",494,"R$94,92",8234,"R$2,84",Sim,"R$1.352.230,00","R$700.000,00","R$7.611.314,76",
2259,2260,12/08/2021,18,22,25,29,32,34,0,,"R$0,00",8,"R$5.015,69",393,"R$116,68",7874,"R$2,91",14,21,26,27,43,49,0,"R$0,00",14,"R$2.579,50",498,"R$92,08",8788,"R$2,60",Sim,"R$1.322.310,00","R$900.000,00","R$7.675.515,58",
2260,2261,14/08/2021,4,23,25,26,33,46,0,,"R$0,00",9,"R$5.043,06",599,"R$86,59",10719,"R$2,41",11,22,32,37,41,48,0,"R$0,00",9,"R$4.538,76",375,"R$138,32",7972,"R$3,25",Sim,"R$1.495.717,50","R$1.100.000,00","R$7.748.135,68",
2261,2262,17/08/2021,9,18,23,27,31,33,0,,"R$0,00",9,"R$4.986,85",491,"R$104,46",10291,"R$2,49",1,2,14,36,37,40,0,"R$0,00",14,"R$2.885,25",366,"R$140,14",7514,"R$3,41",Sim,"R$1.479.045,00","R$1.300.000,00","R$7.819.946,27",
2262,2263,19/08/2021,6,7,8,22,26,30,0,,"R$0,00",8,"R$5.580,52",601,"R$84,89",10266,"R$2,48",1,5,14,19,32,34,0,"R$0,00",12,"R$3.348,31",467,"R$109,25",9365,"R$2,72",Sim,"R$1.471.220,00","R$1.500.000,00","R$7.891.376,98",
2263,2264,21/08/2021,16,30,31,45,46,47,0,,"R$0,00",8,"R$6.065,30",383,"R$144,78",8429,"R$3,28",8,25,27,39,41,45,0,"R$0,00",18,"R$2.426,12",528,"R$105,02",10401,"R$2,66",Sim,"R$1.599.025,00","R$1.700.000,00","R$7.969.012,87",
2264,2265,24/08/2021,14,22,37,41,45,50,0,,"R$0,00",13,"R$3.841,09",718,"R$79,48",11242,"R$2,53",3,12,25,44,46,48,0,"R$0,00",13,"R$3.456,98",696,"R$81,99",12283,"R$2,32",Sim,"R$1.645.550,00","R$1.900.000,00","R$8.048.907,64",
2265,2266,26/08/2021,5,32,34,38,44,46,0,,"R$0,00",6,"R$8.608,42",542,"R$108,90",10966,"R$2,69",8,15,25,26,39,40,0,"R$0,00",6,"R$7.747,58",466,"R$126,67",9907,"R$2,97",Sim,"R$1.702.110,00","R$2.100.000,00","R$8.131.548,51",
2266,2267,28/08/2021,3,6,9,21,39,48,0,,"R$0,00",12,"R$4.920,57",759,"R$88,90",13988,"R$2,41",1,9,14,18,19,21,0,"R$0,00",21,"R$2.530,58",750,"R$89,97",13712,"R$2,46",Sim,"R$1.945.850,00","R$2.400.000,00","R$8.226.023,46",
2267,2268,31/08/2021,15,17,23,29,31,34,0,,"R$0,00",20,"R$3.055,67",798,"R$87,52",13081,"R$2,66",3,23,29,32,36,47,0,"R$0,00",15,"R$3.666,81",735,"R$95,02",13682,"R$2,55",Sim,"R$2.013.952,50","R$2.700.000,00","R$8.323.804,90",
2268,2269,02/09/2021,5,25,28,29,36,44,0,,"R$0,00",24,"R$3.253,11",1017,"R$87,73",18181,"R$2,45",4,5,20,46,48,49,0,"R$0,00",13,"R$5.405,17",781,"R$114,24",16309,"R$2,73",Sim,"R$2.572.900,00","R$3.000.000,00","R$8.448.724,37",
2269,2270,04/09/2021,1,9,23,32,36,47,0,,"R$0,00",15,"R$5.084,45",1045,"R$83,40",16958,"R$2,56",3,6,14,28,30,31,0,"R$0,00",20,"R$3.432,01",863,"R$100,99",16063,"R$2,71",Sim,"R$2.513.325,00","R$3.400.000,00","R$8.570.751,34",
2270,2271,09/09/2021,9,10,15,21,33,40,0,,"R$0,00",19,"R$4.423,96",900,"R$106,73",17934,"R$2,67",3,18,19,25,27,38,0,"R$0,00",11,"R$6.877,25",1076,"R$89,27",20421,"R$2,35",Sim,"R$2.769.985,00","R$3.700.000,00","R$8.705.239,69",
2271,2272,11/09/2021,14,15,28,33,44,46,1,NATAL/RN,"R$3.601.405,06",39,"R$1.770,55",982,"R$80,36",15789,"R$2,49",3,4,7,9,31,46,0,"R$0,00",14,"R$4.439,01",925,"R$85,31",17195,"R$2,29",Não,"R$2.275.540,00","R$250.000,00","R$8.815.721,74",
2272,2273,14/09/2021,9,12,14,23,38,44,0,,"R$0,00",12,"R$3.298,80",569,"R$79,50",9747,"R$2,32",5,8,19,22,37,50,0,"R$0,00",20,"R$1.781,35",640,"R$70,68",10648,"R$2,12",Sim,"R$1.304.517,50","R$380.000,00","R$8.879.058,71",
2273,2274,16/09/2021,13,17,18,30,36,37,0,,"R$0,00",1,"R$38.647,77",401,"R$110,14",8519,"R$2,59",7,8,15,22,32,42,0,"R$0,00",8,"R$4.347,87",385,"R$114,72",7926,"R$2,78",Sim,"R$1.273.612,50","R$500.000,00","R$8.940.895,15",
2274,2275,18/09/2021,5,21,28,33,37,42,0,,"R$0,00",9,"R$4.645,20",435,"R$109,83",8872,"R$2,69",16,24,33,37,40,46,0,"R$0,00",10,"R$3.762,61",418,"R$114,30",7772,"R$3,07",Sim,"R$1.377.715,00","R$700.000,00","R$9.007.786,00",
2275,2276,21/09/2021,7,10,14,31,40,46,0,,"R$0,00",8,"R$4.910,64",394,"R$113,95",7544,"R$2,97",24,29,37,41,46,49,0,"R$0,00",9,"R$3.928,51",380,"R$118,15",8078,"R$2,77",Sim,"R$1.294.615,00","R$950.000,00","R$9.070.642,17",
2276,2277,23/09/2021,3,22,29,40,42,48,0,,"R$0,00",4,"R$10.516,08",382,"R$125,84",7845,"R$3,06",10,11,14,18,38,47,0,"R$0,00",9,"R$4.206,43",406,"R$118,40",9120,"R$2,63",Sim,"R$1.386.202,50","R$1.100.000,00","R$9.137.945,09",
2277,2278,25/09/2021,9,14,18,28,30,32,0,,"R$0,00",14,"R$3.473,59",543,"R$102,35",10541,"R$2,63",4,15,17,34,38,47,0,"R$0,00",13,"R$3.366,71",645,"R$86,16",10958,"R$2,53",Sim,"R$1.602.577,50","R$1.300.000,00","R$9.215.753,46",
2278,2279,28/09/2021,1,20,21,22,28,42,0,,"R$0,00",5,"R$8.602,26",367,"R$133,93",7721,"R$3,18",7,13,21,22,29,46,0,"R$0,00",6,"R$6.451,69",647,"R$75,97",10612,"R$2,31",Sim,"R$1.417.410,00","R$1.500.000,00","R$9.284.571,59",
2279,2280,30/09/2021,2,10,13,15,18,49,0,,"R$0,00",16,"R$2.767,29",615,"R$82,27",10705,"R$2,36",4,7,14,17,36,49,0,"R$0,00",8,"R$4.981,13",607,"R$83,36",11349,"R$2,22",Sim,"R$1.459.110,00","R$1.600.000,00","R$9.355.414,33",
2280,2281,02/10/2021,20,25,36,46,48,49,0,,"R$0,00",9,"R$5.652,28",470,"R$123,69",9989,"R$2,91",25,31,35,39,40,41,0,"R$0,00",4,"R$11.445,87",432,"R$134,57",8295,"R$3,50",Sim,"R$1.676.405,00","R$1.900.000,00","R$9.436.807,17",
2281,2282,05/10/2021,7,10,11,20,22,36,0,,"R$0,00",14,"R$3.793,49",658,"R$92,24",12048,"R$2,51",7,13,24,25,26,29,0,"R$0,00",20,"R$2.389,90",871,"R$69,68",14228,"R$2,13",Sim,"R$1.750.170,00","R$2.100.000,00","R$9.521.781,46",
2282,2283,07/10/2021,8,12,30,34,44,49,0,,"R$0,00",10,"R$6.464,14",732,"R$100,92",13353,"R$2,76",5,8,15,21,44,50,0,"R$0,00",11,"R$5.288,84",835,"R$88,47",15616,"R$2,36",Sim,"R$2.130.215,00","R$2.300.000,00","R$9.625.207,68",
2283,2284,09/10/2021,4,21,26,30,36,47,0,,"R$0,00",18,"R$3.782,81",679,"R$114,60",13549,"R$2,87",18,26,27,34,46,50,0,"R$0,00",12,"R$5.106,79",770,"R$101,06",13931,"R$2,79",Sim,"R$2.243.880,00","R$2.700.000,00","R$9.734.152,59",
2284,2285,14/10/2021,16,21,22,24,28,45,0,,"R$0,00",12,"R$6.311,86",951,"R$91,02",16269,"R$2,66",10,12,31,38,43,44,0,"R$0,00",11,"R$6.197,10",752,"R$115,10",15138,"R$2,85",Sim,"R$2.496.040,00","R$3.000.000,00","R$9.855.340,35",
2285,2286,16/10/2021,8,19,21,24,30,37,0,,"R$0,00",18,"R$3.678,78",678,"R$111,61",13410,"R$2,82",6,12,13,23,32,34,0,"R$0,00",23,"R$2.591,14",827,"R$91,50",15026,"R$2,51",Sim,"R$2.182.170,00","R$3.200.000,00","R$9.961.289,10",
2286,2287,19/10/2021,7,25,30,35,38,41,0,,"R$0,00",14,"R$4.357,95",608,"R$114,68",12586,"R$2,77",5,14,23,42,44,50,0,"R$0,00",22,"R$2.495,91",926,"R$75,29",15585,"R$2,23",Sim,"R$2.010.585,00","R$3.500.000,00","R$10.058.907,05",
2287,2288,21/10/2021,8,11,25,34,44,47,0,,"R$0,00",16,"R$4.306,18",833,"R$94,52",15614,"R$2,52",6,14,24,41,42,46,0,"R$0,00",19,"R$3.263,63",859,"R$91,66",14565,"R$2,70",Sim,"R$2.270.517,50","R$3.800.000,00","R$10.169.145,25",
2288,2289,23/10/2021,4,12,19,23,34,35,0,,"R$0,00",9,"R$8.616,71",1024,"R$86,55",19251,"R$2,30",9,17,20,27,45,50,0,"R$0,00",28,"R$2.492,69",975,"R$90,90",18505,"R$2,39",Sim,"R$2.555.622,50","R$4.200.000,00","R$10.293.225,86",
2289,2290,26/10/2021,5,22,24,27,36,38,0,,"R$0,00",16,"R$4.833,47",996,"R$88,73",18775,"R$2,35",1,2,6,12,17,41,0,"R$0,00",7,"R$9.943,14",871,"R$101,47",16465,"R$2,68",Sim,"R$2.548.542,50","R$4.500.000,00","R$10.416.962,73",
2290,2291,28/10/2021,3,12,23,25,33,49,0,,"R$0,00",22,"R$4.226,95",1364,"R$77,91",24057,"R$2,20",7,10,23,28,32,44,0,"R$0,00",24,"R$3.487,24",1407,"R$75,53",23142,"R$2,29",Sim,"R$3.064.520,00","R$4.900.000,00","R$10.565.751,33",
2291,2292,30/10/2021,3,17,33,37,38,47,0,,"R$0,00",15,"R$6.485,29",1204,"R$92,33",22412,"R$2,48",10,11,18,20,36,42,0,"R$0,00",10,"R$8.755,15",1095,"R$101,53",21427,"R$2,59",Sim,"R$3.205.780,00","R$5.300.000,00","R$10.721.398,39",
2292,2293,04/11/2021,2,7,30,31,32,50,0,,"R$0,00",31,"R$4.543,04",1536,"R$104,78",28350,"R$2,83",8,14,25,45,47,50,0,"R$0,00",33,"R$3.840,93",1769,"R$90,98",33502,"R$2,40",Sim,"R$4.641.102,50","R$6.000.000,00","R$10.946.733,23",
2293,2294,06/11/2021,5,8,34,40,44,48,1,BRASILIA/DF,"R$5.871.535,18",22,"R$5.073,69",1246,"R$102,38",23858,"R$2,67",19,23,27,41,48,49,0,"R$0,00",23,"R$4.367,79",1535,"R$83,10",26330,"R$2,42",Não,"R$3.678.405,00","R$300.000,00","R$11.125.327,17","Valor acumulado para a faixa Sena 1º Sorteio R$ 122.783,32."
2294,2295,09/11/2021,9,13,35,36,46,49,0,,"R$0,00",11,"R$3.804,11",609,"R$78,52",10518,"R$2,27",3,9,25,32,41,48,0,"R$0,00",8,"R$4.707,58",609,"R$78,52",9758,"R$2,45",Sim,"R$1.378.980,00","R$450.000,00","R$11.192.279,43",
